     1.364     0.122    -0.012     1.329     0.954    -0.138     0.016     2.542     1.132     1.260     0.000     0.003     0.000     0.997     0.000     0.000     4.000
    -1.255     1.452     0.612     0.621     1.108     1.331     0.160    -0.148     0.553     1.260     0.000     0.003     0.000     0.000     0.019     0.978     6.000
     0.908    -0.765    -1.569    -0.087    -0.741    -0.627    -0.129     0.843     1.840    -0.148     0.007     0.222     0.142     0.629     0.000     0.000     4.000
     0.111     1.156    -0.012    -1.857     0.029     0.352     1.603     0.135     0.489     1.103     0.000     0.964     0.000     0.003     0.001     0.031     2.000
     0.681    -2.242    -0.946    -0.087    -1.666     0.450     1.314     0.843     0.875     0.321     0.001     0.024     0.945     0.030     0.000     0.000     3.000
     0.453     0.122     0.612     0.444    -0.741     0.450     0.737     0.560    -0.669     0.399     0.001     0.987     0.000     0.003     0.001     0.008     2.000
     2.616    -1.503     0.923     0.267    -0.587     0.645     0.449     2.259     1.390     0.869     0.000     0.000     0.001     0.999     0.000     0.000     4.000
    -0.572     1.304    -1.258    -0.087     0.646     0.645     0.016    -0.148    -0.669     1.025     0.000     0.320     0.000     0.000     0.210     0.471     6.000
     2.275    -2.242    -1.102    -1.503    -2.744    -1.410     0.304    -0.856     0.489     0.399     0.000     0.000     1.000     0.000     0.000     0.000     3.000
     0.795    -0.912    -0.946    -1.326    -0.279    -0.236     0.160    -0.431     1.454    -1.008     0.406     0.130     0.452     0.012     0.000     0.000     3.000
     0.339     0.122    -0.790    -1.149     0.184     0.352     0.016     0.277     0.810     0.634     0.002     0.977     0.000     0.016     0.001     0.004     2.000
    -1.255     1.304     1.235     0.444    -0.741     0.450     0.160    -0.573    -0.605    -0.930     0.001     0.079     0.000     0.000     0.687     0.233     5.000
     0.453    -0.912     0.767    -1.857     0.492     1.820     0.304    -0.431     0.682    -0.305     0.030     0.920     0.011     0.033     0.002     0.004     2.000
    -0.344     1.747     0.144    -0.087     1.108     0.841     0.304     0.418    -0.605     0.008     0.000     0.088     0.000     0.000     0.028     0.884     6.000
    -1.255     1.452     1.235     0.975     1.570     0.156    -0.994    -0.998    -0.669     0.556     0.000     0.001     0.000     0.000     0.761     0.238     5.000
    -0.230     1.008     1.390     0.621     1.262    -0.138     0.016    -0.856     3.899    -1.243     0.009     0.343     0.000     0.076     0.107     0.465     6.000
    -1.483     0.122     2.325    -0.264    -0.125     0.939    -0.994     0.418    -0.026    -0.070     0.000     0.078     0.000     0.000     0.173     0.749     6.000
     1.136    -1.356    -0.323    -0.972     0.029    -0.236     0.016     0.843    -0.155    -0.305     0.040     0.412     0.427     0.122     0.000     0.000     3.000
    -1.710     0.713     0.456     0.444     1.262     0.939    -1.283    -0.431     0.231     0.008     0.000     0.003     0.000     0.000     0.630     0.367     5.000
    -0.230     1.599     0.767    -0.264     0.029     1.624     2.468     2.259     1.261     0.478     0.000     0.099     0.000     0.268     0.000     0.633     6.000
     1.591    -0.912     0.767    -0.441    -0.741    -0.334     1.459     1.834     0.231    -0.617     0.000     0.013     0.161     0.825     0.000     0.000     4.000
    -1.027     0.861     0.923     0.090     0.184    -0.725    -1.283    -0.856    -0.734     1.025     0.000     0.030     0.000     0.000     0.930     0.040     5.000
     1.136    -0.617    -0.790    -0.087    -1.357    -0.334     1.603     0.843    -1.055    -0.383     0.017     0.489     0.482     0.012     0.000     0.000     2.000
    -1.483     0.565    -0.635     0.444    -0.125     0.156    -0.417    -0.856    -0.541     1.260     0.000     0.044     0.000     0.000     0.891     0.065     5.000
    -2.052     0.122    -0.635     1.152     1.108     1.624    -1.139    -1.281    -0.669     1.260     0.000     0.000     0.000     0.000     0.928     0.071     5.000
    -0.230    -0.026    -1.569    -0.087    -0.433    -0.431     1.026     0.560     0.489    -0.617     0.016     0.978     0.001     0.002     0.002     0.001     2.000
     0.567    -0.617    -0.323    -0.795    -1.049     0.058    -0.706     0.277    -0.348    -0.305     0.106     0.869     0.022     0.002     0.000     0.000     2.000
     0.567     0.122    -0.323     0.975     0.184     0.743     0.160     0.984     1.261     0.478     0.000     0.534     0.000     0.447     0.000     0.019     2.000
     0.908     0.122    -0.012     1.152     0.646     0.058    -0.129     2.400     1.711     0.712     0.000     0.005     0.000     0.994     0.000     0.000     4.000
     1.250    -1.356    -0.635    -1.326    -3.669    -0.921     2.036     0.277     2.226     0.087     0.000     0.000     1.000     0.000     0.000     0.000     3.000
    -0.572    -0.321    -0.946    -0.264    -0.741     0.156    -0.273     0.135    -0.734     1.260     0.003     0.964     0.000     0.000     0.025     0.008     2.000
    -0.344     0.713     0.456    -2.034     0.800     0.058    -0.994    -0.431     1.583     0.478     0.005     0.757     0.000     0.001     0.136     0.101     2.000
    -0.458    -0.026     2.013    -0.087     0.954     1.331    -1.283     0.135    -0.991    -3.120     0.046     0.181     0.000     0.000     0.579     0.195     5.000
    -0.572     0.122     1.235     0.267     0.338     0.254    -1.139     0.418    -1.184     1.181     0.000     0.398     0.000     0.000     0.160     0.441     6.000
     1.250    -0.912     0.144    -0.972     0.029    -1.410    -0.706     0.843     1.776    -0.148     0.009     0.069     0.120     0.801     0.000     0.000     4.000
    -0.913     0.713     1.235     0.621     1.725     0.841    -0.129     1.409     0.489     1.260     0.000     0.006     0.000     0.000     0.001     0.993     6.000
    -1.483     0.565     2.637     2.037     1.262    -0.529     0.016    -0.573    -0.927     1.260     0.000     0.003     0.000     0.000     0.477     0.521     6.000
    -0.458     0.122    -0.167    -0.264    -1.203     0.841     0.016     0.984     0.038    -0.930     0.002     0.979     0.000     0.001     0.002     0.015     2.000
     1.364    -2.537    -0.167    -0.795    -1.049    -0.529     0.449    -1.847     2.483    -2.964     0.034     0.000     0.966     0.000     0.000     0.000     3.000
     1.478    -1.060    -0.167     0.090    -1.512    -2.291    -0.561    -0.431     0.103     1.260     0.369     0.119     0.511     0.001     0.000     0.000     3.000
     0.111    -1.208     0.456    -1.503     0.492    -0.236    -0.706    -2.130    -0.927    -2.573     0.999     0.000     0.000     0.000     0.000     0.000     1.000
     0.681     0.270    -1.413    -0.972    -1.203     1.233    -0.417     1.692     2.162     0.008     0.000     0.040     0.000     0.960     0.000     0.000     4.000
    -0.913     1.304    -0.167    -1.857     1.416     1.428    -1.283     0.135     0.167     0.869     0.000     0.041     0.000     0.000     0.111     0.848     6.000
     1.250     0.565    -1.413    -0.264    -0.279     0.450     1.026    -0.148     4.028    -0.148     0.000     0.007     0.001     0.992     0.000     0.000     4.000
    -0.116     1.304     1.546    -1.503     0.492     0.743    -0.994     1.409     2.805     1.181     0.000     0.115     0.000     0.530     0.000     0.355     4.000
    -1.824     1.895    -0.167     0.090     1.570    -0.040    -0.850     0.418     0.296     1.260     0.000     0.001     0.000     0.000     0.095     0.903     6.000
     2.730    -1.208    -2.504    -2.919    -1.357     0.156     2.901     0.277     1.776    -1.478     0.000     0.000     1.000     0.000     0.000     0.000     3.000
    -0.799     1.452     0.456     0.975    -0.125    -0.040    -0.129     0.701    -0.219     0.556     0.000     0.162     0.000     0.000     0.038     0.800     6.000
    -1.255     1.156    -1.413     1.683     1.570     1.918    -1.139    -0.998    -0.605     0.556     0.000     0.001     0.000     0.000     0.616     0.382     5.000
     0.111     0.122     0.300    -0.972    -0.433    -1.019    -0.129    -1.706     1.969     0.947     0.432     0.542     0.001     0.000     0.025     0.000     2.000
    -0.002     0.417     0.923    -1.680    -0.125     0.645    -0.561    -0.007     1.197    -0.383     0.007     0.951     0.000     0.009     0.009     0.024     2.000
    -0.344    -0.912    -0.790    -1.680    -0.741     0.254    -0.994    -0.573     1.068    -1.556     0.878     0.113     0.007     0.000     0.003     0.000     1.000
     1.136    -0.912    -0.790    -0.087     0.184     0.254    -0.706    -0.290    -0.155     0.478     0.100     0.872     0.018     0.009     0.001     0.000     2.000
     0.453    -0.174    -1.569    -0.264     1.108     1.624     2.613     1.692     1.840     0.634     0.000     0.022     0.000     0.977     0.000     0.001     4.000
     0.111     0.122    -0.012    -1.149    -1.512    -0.138     1.314     0.277     0.553    -0.461     0.021     0.958     0.015     0.005     0.000     0.000     2.000
    -1.141    -0.026    -1.258     0.090     1.108     1.820     2.036     0.843     0.617     1.260     0.000     0.182     0.000     0.000     0.003     0.815     6.000
     1.250    -0.617     1.858     1.329     0.184     0.352    -0.417     1.834     1.454     0.008     0.000     0.003     0.000     0.997     0.000     0.000     4.000
