     1.226    -1.326    -0.631    -1.290    -3.629    -0.897     1.934     0.285     2.251     0.095     0.000     0.000     1.000     0.000     0.000     0.000     0.000     3.000
    -0.576    -0.307    -0.942    -0.255    -0.722     0.138    -0.282     0.145    -0.733     1.263     0.000     0.004     0.000     0.000     0.825     0.078     0.093     5.000
    -0.351     0.713     0.456    -1.979     0.809     0.086    -0.975    -0.418     1.603     0.484     0.000     0.003     0.000     0.000     0.528     0.312     0.157     5.000
    -0.463    -0.015     2.009    -0.083     0.962     1.484    -1.252     0.145    -0.992    -3.098     0.001     0.000     0.000     0.000     0.372     0.608     0.020     6.000
    -0.576     0.130     1.233     0.262     0.350     0.242    -1.114     0.426    -1.187     1.185     0.000     0.000     0.000     0.000     0.092     0.865     0.043     6.000
     1.226    -0.889     0.145    -0.945     0.043    -1.362    -0.698     0.848     1.797    -0.139     0.022     0.000     0.084     0.105     0.060     0.000     0.729     7.000
    -0.914     0.713     1.233     0.607     1.727     0.759    -0.144     1.411     0.500     1.263     0.000     0.000     0.000     0.000     0.000     0.959     0.040     6.000
    -1.477     0.567     2.630     1.986     1.268    -0.690    -0.005    -0.559    -0.927     1.263     0.000     0.000     0.000     0.000     0.002     0.998     0.000     6.000
    -0.463     0.130    -0.165    -0.255    -1.181     0.759    -0.005     0.989     0.046    -0.918     0.000     0.019     0.004     0.000     0.324     0.034     0.620     7.000
     1.339    -2.491    -0.165    -0.773    -1.028    -0.638     0.410    -1.825     2.511    -2.943     0.999     0.000     0.001     0.000     0.000     0.000     0.000     1.000
     1.451    -1.035    -0.165     0.089    -1.487    -2.242    -0.559    -0.418     0.111     1.263     0.032     0.000     0.761     0.000     0.183     0.000     0.024     3.000
     0.100    -1.180     0.456    -1.462     0.503    -0.276    -0.698    -2.106    -0.927    -2.553     0.929     0.000     0.000     0.000     0.071     0.000     0.000     1.000
     0.663     0.276    -1.408    -0.945    -1.181     1.328    -0.421     1.692     2.186     0.017     0.000     0.004     0.003     0.027     0.001     0.000     0.965     7.000
    -0.914     1.295    -0.165    -1.807     1.421     1.380    -1.252     0.145     0.175     0.873     0.000     0.000     0.000     0.000     0.010     0.984     0.006     6.000
    -0.125     1.295     1.543    -1.462     0.503     0.863    -0.975     1.411     2.835     1.185     0.000     0.000     0.000     0.001     0.000     0.033     0.965     7.000
    -1.815     1.877    -0.165     0.089     1.574    -0.017    -0.837     0.426     0.305     1.263     0.000     0.000     0.000     0.000     0.001     0.999     0.000     6.000
     2.690    -1.180    -2.495    -2.841    -1.334     0.190     2.765     0.285     1.797    -1.463     0.004     0.000     0.858     0.137     0.000     0.000     0.000     3.000
    -0.801     1.441     0.456     0.951    -0.110    -0.017    -0.144     0.707    -0.214     0.562     0.000     0.001     0.000     0.000     0.028     0.917     0.055     6.000
    -1.252     1.149    -1.408     1.641     1.574     1.794    -1.114    -0.981    -0.603     0.562     0.000     0.000     0.000     0.000     0.002     0.998     0.000     6.000
     0.100     0.130     0.301    -0.945    -0.416    -0.949    -0.144    -1.684     1.992     0.951     0.005     0.001     0.001     0.000     0.967     0.004     0.021     5.000
    -0.013     0.421     0.922    -1.634    -0.110     0.656    -0.559     0.004     1.213    -0.373     0.001     0.007     0.000     0.000     0.400     0.062     0.530     7.000
    -0.351    -0.889    -0.787    -1.634    -0.722     0.190    -0.975    -0.559     1.084    -1.541     0.379     0.000     0.001     0.000     0.614     0.000     0.006     5.000
     1.113    -0.889    -0.787    -0.083     0.196     0.242    -0.698    -0.277    -0.149     0.484     0.006     0.001     0.018     0.000     0.618     0.002     0.354     5.000
     0.438    -0.161    -1.563    -0.255     1.115     1.587     2.488     1.692     1.862     0.640     0.000     0.983     0.000     0.010     0.000     0.000     0.007     2.000
     0.100     0.130    -0.010    -1.117    -1.487    -0.224     1.241     0.285     0.565    -0.451     0.007     0.201     0.418     0.000     0.227     0.001     0.146     3.000
     1.226    -0.598     1.854     1.296     0.196     0.397    -0.421     1.833     1.473     0.017     0.000     0.000     0.000     0.027     0.000     0.000     0.972     7.000
    -0.125    -0.015    -1.252    -0.773     0.350    -1.207    -1.391    -2.106    -1.187     0.562     0.001     0.000     0.000     0.000     0.997     0.002     0.000     5.000
    -0.463    -0.015     2.630    -0.428    -0.569     0.604    -0.282     0.567     0.305     0.562     0.000     0.001     0.000     0.000     0.099     0.285     0.616     7.000
     0.438    -0.161     1.077    -0.600    -0.569     0.966     1.518     0.707     1.473    -1.307     0.001     0.346     0.145     0.061     0.011     0.001     0.434     7.000
    -0.238     0.713     0.301     1.124    -0.416     1.121    -0.975     0.004     0.175     0.250     0.000     0.000     0.000     0.000     0.119     0.638     0.243     6.000
    -0.576     1.004    -0.165     0.262     1.574     0.811    -0.005     0.426    -0.603     1.107     0.000     0.002     0.000     0.000     0.006     0.981     0.011     6.000
    -0.125    -0.307    -0.321     0.434    -0.263    -0.638    -0.559    -0.559    -0.798    -0.762     0.003     0.000     0.000     0.000     0.986     0.006     0.005     5.000
    -0.914     1.004    -0.321     1.641     0.350    -1.207    -0.144    -0.277    -0.538    -0.217     0.000     0.000     0.000     0.000     0.423     0.572     0.004     6.000
     1.001     0.276     1.543     1.124    -1.793     0.293    -0.837     1.552    -0.214     0.328     0.000     0.000     0.004     0.000     0.003     0.000     0.993     7.000
    -0.914     0.858    -0.321     0.607    -0.416    -0.690    -0.975    -0.277     0.435     0.795     0.000     0.000     0.000     0.000     0.520     0.450     0.029     5.000
     0.100     0.421    -0.321    -0.255    -0.722    -0.224     2.349     1.411     0.175     0.873     0.000     0.924     0.012     0.000     0.001     0.000     0.062     2.000
     1.226    -0.452    -0.165    -1.462    -0.110     0.397    -0.144     1.974     0.370    -0.217     0.000     0.005     0.020     0.044     0.003     0.000     0.928     7.000
     0.438     1.732    -0.476    -1.117     1.268     1.070     2.765     0.848     1.019     0.328     0.000     0.999     0.000     0.000     0.000     0.000     0.001     2.000
     0.325     0.567    -0.321     0.779     0.196     0.138    -0.698    -0.277    -1.187     1.185     0.000     0.000     0.000     0.000     0.498     0.383     0.118     5.000
     0.550     0.130     2.320     1.641     0.962     1.380    -0.975    -0.277    -1.057     0.328     0.000     0.000     0.000     0.000     0.030     0.877     0.093     6.000
    -0.689    -0.307     1.077     0.951     1.268    -0.172    -1.391    -0.137    -0.862     0.873     0.000     0.000     0.000     0.000     0.108     0.885     0.007     6.000
    -0.914     0.276    -0.476     0.434     0.503    -0.276    -0.005    -0.137    -0.992    -0.217     0.000     0.001     0.000     0.000     0.595     0.397     0.006     5.000
    -1.252     1.441    -0.631     0.779    -0.110     1.587    -0.005     0.567     0.824    -0.996     0.000     0.007     0.000     0.000     0.016     0.939     0.038     6.000
    -1.139    -0.743    -0.321    -0.773     0.350    -0.638    -0.282    -0.840    -0.473    -1.229     0.006     0.000     0.000     0.000     0.986     0.007     0.000     5.000
     0.663     0.130    -0.476    -0.083    -0.416    -1.052    -0.005    -0.277    -1.057    -2.943     0.682     0.000     0.002     0.000     0.314     0.000     0.001     1.000
     0.100    -0.598     0.922    -0.083     1.268     0.500    -0.421     0.004     0.759     0.718     0.000     0.003     0.000     0.000     0.195     0.252     0.550     7.000
    -1.364     1.586     1.543    -0.428    -0.263    -0.793    -0.559    -0.277    -1.122     0.250     0.000     0.000     0.000     0.000     0.141     0.858     0.001     6.000
     0.438     0.276     0.767     0.262     0.043     1.225     0.549     2.114    -0.279     0.172     0.000     0.015     0.000     0.000     0.001     0.006     0.977     7.000
    -0.351     0.567     1.233     0.779    -2.252    -0.586    -0.144     0.004    -0.538    -0.762     0.001     0.000     0.006     0.000     0.914     0.017     0.063     5.000
    -0.689    -0.015    -0.942    -1.117     0.043    -0.535     0.272    -0.559    -1.122     0.095     0.000     0.004     0.000     0.000     0.977     0.017     0.002     5.000
    -0.463    -0.889     0.301     1.296    -0.263    -0.793    -1.114    -0.700    -0.668    -1.074     0.003     0.000     0.000     0.000     0.987     0.008     0.002     5.000
     0.888    -1.180    -0.165    -1.117    -1.181    -1.259     1.380    -0.418     2.316    -1.151     0.337     0.000     0.658     0.003     0.002     0.000     0.001     3.000
    -0.576     1.004     0.767     1.469     1.574     0.604    -0.144     0.989     0.759    -1.385     0.000     0.001     0.000     0.000     0.008     0.910     0.081     6.000
     0.212    -1.035     0.301    -1.290    -1.640    -1.518    -0.559    -0.559    -0.992    -0.217     0.214     0.000     0.023     0.000     0.762     0.000     0.001     5.000
    -2.153     2.169     1.077     0.951     1.880     1.794    -0.421     0.707    -0.019     1.263     0.000     0.000     0.000     0.000     0.000     1.000     0.000     6.000
    -1.139    -0.743    -1.097     0.089    -0.263     1.018    -1.114    -0.418    -0.862    -0.606     0.000     0.000     0.000     0.000     0.902     0.094     0.004     5.000
    -0.463    -0.307    -0.010    -0.428     1.115     0.035    -0.282     0.285     1.213     1.107     0.000     0.012     0.000     0.000     0.209     0.333     0.446     7.000
    -0.238     0.713    -2.029    -0.773    -0.722    -0.845    -0.282    -0.277    -0.084     0.718     0.000     0.004     0.000     0.000     0.967     0.008     0.020     5.000
     1.339    -0.598    -0.010     0.607    -1.640    -0.793     0.687     0.004     1.408    -0.606     0.010     0.000     0.967     0.001     0.004     0.000     0.017     3.000
    -0.463     1.149    -0.787    -0.945    -0.263    -0.586    -0.559     0.285    -0.279     0.873     0.000     0.004     0.000     0.000     0.694     0.209     0.094     5.000
    -0.238     0.421     0.922     1.641     0.196     0.656    -0.698     1.552    -1.187     0.795     0.000     0.000     0.000     0.000     0.010     0.614     0.375     6.000
     1.677    -1.035     0.145     0.951    -0.875     0.345    -0.559     1.411    -1.057     0.718     0.000     0.000     0.109     0.000     0.007     0.000     0.883     7.000
     0.438     0.858     1.388     0.089     0.962    -0.431    -0.005    -0.700     0.240     1.107     0.000     0.002     0.000     0.000     0.309     0.532     0.156     6.000
    -1.927     0.276     0.767    -0.773     0.350     0.759    -0.837    -0.840     0.435    -1.074     0.000     0.000     0.000     0.000     0.243     0.757     0.001     6.000
    -0.801     1.149     0.301    -0.083     0.503     0.759     0.272    -0.277    -0.538    -0.217     0.000     0.005     0.000     0.000     0.085     0.902     0.007     6.000
    -1.026    -0.743     0.456    -0.428     0.656    -0.017    -1.252    -0.137    -0.538     0.095     0.000     0.000     0.000     0.000     0.730     0.260     0.009     5.000
    -0.125    -0.452     1.233    -0.428    -1.181     0.035    -1.391    -0.277    -1.057    -0.295     0.001     0.000     0.000     0.000     0.966     0.011     0.021     5.000
    -0.463     1.004    -0.942     0.951     0.350    -1.155    -0.559    -0.418    -0.668     0.484     0.000     0.000     0.000     0.000     0.705     0.287     0.008     5.000
     0.100     0.421     0.922     0.262    -0.110    -0.121     1.103     0.426    -0.992     0.095     0.000     0.116     0.004     0.000     0.388     0.160     0.332     5.000
    -0.801    -0.015    -1.408    -0.773     0.656    -1.983    -1.529    -1.403    -0.862     1.263     0.000     0.000     0.000     0.000     0.991     0.009     0.000     5.000
    -0.914    -0.161     1.543     0.779     0.043    -0.276    -0.559    -0.418    -0.279    -0.217     0.000     0.000     0.000     0.000     0.543     0.445     0.013     5.000
    -0.463    -0.743     0.922    -0.428    -0.875    -0.379    -0.005    -0.700    -0.279     0.484     0.001     0.000     0.002     0.000     0.972     0.011     0.014     5.000
    -0.576    -0.598     0.301     0.434    -0.110     0.914    -0.559    -0.559     0.435     0.951     0.000     0.001     0.000     0.000     0.487     0.388     0.124     5.000
    -1.026     1.004     0.301     0.607     0.962    -1.259    -0.005    -0.981    -0.019    -0.373     0.000     0.000     0.000     0.000     0.475     0.524     0.001     6.000
    -0.013     0.421    -1.563     0.607    -0.722    -1.518    -0.421    -0.981     1.473    -0.295     0.007     0.000     0.001     0.000     0.979     0.001     0.012     5.000
    -0.576     0.276    -0.631     0.607     0.503     1.225     1.103     0.848    -1.122     0.795     0.000     0.335     0.000     0.000     0.028     0.541     0.097     6.000
    -0.238     0.421     1.233     1.124    -1.640    -0.483     0.964     1.552    -0.992     0.017     0.000     0.010     0.023     0.000     0.093     0.032     0.842     7.000
     0.212    -0.598     1.077    -0.773    -0.110    -1.155     0.133     0.145     1.797     0.172     0.007     0.004     0.033     0.003     0.401     0.003     0.551     7.000
     1.789    -1.763    -0.165    -0.773     0.196     0.449     0.410     1.270     0.370     1.107     0.000     0.003     0.363     0.240     0.001     0.000     0.392     7.000
    -0.125    -0.889     0.301     0.089     0.043    -0.793    -0.282    -0.700     0.175     0.172     0.003     0.000     0.001     0.000     0.971     0.007     0.017     5.000
    -0.689     1.295    -0.165    -0.945     0.196     1.328     0.549     0.426    -0.408     1.263     0.000     0.134     0.000     0.000     0.019     0.795     0.052     6.000
    -0.463     1.586     1.698    -0.255     0.350     0.190    -0.975    -0.137    -0.927     0.873     0.000     0.000     0.000     0.000     0.028     0.965     0.006     6.000
     1.451    -0.015     0.611     1.296    -0.263     0.397    -0.421     1.130    -0.927    -0.373     0.000     0.000     0.006     0.000     0.020     0.002     0.972     7.000
    -1.252     0.858     1.233     1.641     1.421    -0.224     0.272     0.848    -0.927     0.328     0.000     0.000     0.000     0.000     0.002     0.996     0.002     6.000
    -0.013     0.130     0.767     0.607     1.421     1.535     0.133     0.145     0.175     0.406     0.000     0.010     0.000     0.000     0.021     0.786     0.183     6.000
     0.100    -0.307     1.854     0.779    -1.334    -1.000    -0.421     0.426     0.565     1.263     0.000     0.000     0.009     0.000     0.189     0.012     0.790     7.000
    -1.026    -0.161     0.145    -0.600    -0.722    -0.897    -0.144    -0.700    -0.862     0.017     0.000     0.000     0.000     0.000     0.984     0.014     0.001     5.000
    -0.238     1.295     2.320     1.469     0.656     0.449    -0.698     1.833     0.111     1.263     0.000     0.000     0.000     0.000     0.000     0.664     0.335     6.000
     1.339    -0.452     0.456     0.434    -0.569     0.035     0.549     0.848     3.289    -0.762     0.000     0.000     0.016     0.930     0.000     0.000     0.054     4.000
    -0.013     0.567    -0.631    -0.255     0.350     0.293    -0.837    -0.277    -0.538     0.562     0.000     0.001     0.000     0.000     0.659     0.265     0.075     5.000
     1.001    -3.510    -1.252    -0.428    -2.864     0.500    -0.559    -1.262    -0.733    -1.151     0.913     0.000     0.087     0.000     0.000     0.000     0.000     1.000
     0.776     0.858    -1.097     1.296     0.196     0.449     0.549     1.974    -0.019     0.951     0.000     0.017     0.000     0.000     0.001     0.004     0.978     7.000
    -0.013     0.858    -0.476     0.951    -1.028    -1.155     0.272     1.692     0.370     0.250     0.000     0.003     0.002     0.000     0.042     0.007     0.945     7.000
     0.212    -0.307     0.611    -0.255    -0.416    -2.967    -0.421    -1.122     1.408    -0.684     0.300     0.000     0.002     0.000     0.697     0.000     0.001     5.000
    -0.576    -1.180     0.301    -0.428    -0.416    -0.949    -1.391    -0.137    -0.862    -0.061     0.001     0.000     0.000     0.000     0.991     0.004     0.004     5.000
    -1.927    -0.161     0.767    -0.773    -0.416     0.552    -0.975    -0.840     0.954    -0.606     0.000     0.000     0.000     0.000     0.620     0.377     0.002     5.000
     0.663     0.858     0.611     0.434    -0.110    -0.379     1.241     1.130    -0.019     1.263     0.000     0.085     0.003     0.000     0.010     0.012     0.890     7.000
     0.212    -0.889    -0.010    -0.428    -0.416    -2.190    -0.975    -1.403    -0.992     0.484     0.019     0.000     0.000     0.000     0.980     0.000     0.000     5.000
     2.915     0.130     1.233     1.296    -0.875     1.225     2.904    -0.559     0.240    -0.918     0.000     0.003     0.972     0.024     0.000     0.000     0.001     3.000
    -0.689    -0.743     0.456    -0.255    -1.334     0.449     0.133    -1.403    -0.927     0.873     0.000     0.000     0.001     0.000     0.979     0.018     0.002     5.000
     0.438    -0.015     1.077     0.607    -0.263    -2.397    -0.559    -1.966     0.370    -0.139     0.028     0.000     0.000     0.000     0.970     0.001     0.001     5.000
     0.888     0.421     0.922     1.469     0.656     0.966    -1.114     2.396     1.732     1.263     0.000     0.000     0.000     0.001     0.000     0.001     0.998     7.000
     0.776     1.004     1.698     0.262     0.350     0.449    -1.114     1.130     1.148     0.017     0.000     0.000     0.000     0.000     0.003     0.016     0.981     7.000
     1.339     0.276     0.145    -0.255    -1.793    -1.000     0.272     1.411    -0.084     0.484     0.000     0.001     0.509     0.001     0.010     0.000     0.478     3.000
    -0.238    -0.307    -0.321    -1.117    -0.569    -0.224    -0.698    -0.700    -0.862     0.951     0.000     0.000     0.000     0.000     0.982     0.010     0.007     5.000
    -1.590     1.732     0.456     1.296     1.115     0.656    -0.559     0.145    -0.214     0.484     0.000     0.000     0.000     0.000     0.000     0.999     0.000     6.000
    -1.590     1.441     0.301     1.296     1.115     0.552    -0.005    -0.418    -1.057    -0.451     0.000     0.000     0.000     0.000     0.004     0.996     0.000     6.000
    -0.238    -0.015    -0.942    -1.290    -0.263     0.138    -0.282     0.004     0.240     0.406     0.000     0.016     0.001     0.000     0.835     0.024     0.124     5.000
    -1.364     0.713     1.233    -0.255     0.962    -0.276    -1.391    -0.700    -0.992     1.107     0.000     0.000     0.000     0.000     0.040     0.960     0.000     6.000
     0.438    -0.743    -0.476     1.124     0.656    -1.414    -0.559    -0.840    -0.603    -0.217     0.005     0.000     0.000     0.000     0.987     0.003     0.005     5.000
    -0.351    -0.161    -0.165    -1.807    -1.028     0.138     0.687    -1.684    -0.279    -1.774     0.510     0.001     0.001     0.000     0.487     0.000     0.000     1.000
    -0.013    -0.889     0.145     0.434    -0.875     0.293     0.133    -0.137    -0.538     0.951     0.000     0.004     0.021     0.000     0.732     0.024     0.220     5.000
    -1.364     0.713     0.301    -0.945     0.962     0.656     0.133     1.411     0.954    -0.217     0.000     0.040     0.000     0.000     0.017     0.818     0.125     6.000
    -1.252     0.713    -0.321    -2.496     0.962     0.449    -0.005    -0.981     1.343    -1.619     0.002     0.032     0.000     0.000     0.823     0.141     0.002     5.000
    -1.477     0.130     2.320     0.779    -0.416    -0.793    -1.114    -1.684    -0.927    -0.061     0.000     0.000     0.000     0.000     0.634     0.366     0.000     5.000
    -1.477     1.149     0.922     0.779     1.421     0.863    -0.837    -0.418    -0.603     1.263     0.000     0.000     0.000     0.000     0.001     0.999     0.000     6.000
    -0.801    -0.161     1.698    -0.083     0.043     0.604    -0.282    -0.840     0.240    -0.684     0.000     0.000     0.000     0.000     0.624     0.360     0.015     5.000
    -2.040     1.441     0.301     1.641     1.574     0.397    -0.975    -0.981    -1.122     1.263     0.000     0.000     0.000     0.000     0.000     1.000     0.000     6.000
    -0.576    -0.452     0.145    -0.255    -0.110    -0.069     0.133    -0.137    -0.343    -0.528     0.001     0.003     0.000     0.000     0.929     0.040     0.026     5.000
     0.550    -0.743    -2.340    -1.462     0.503     1.432     1.518     0.145     1.148    -0.606     0.000     0.984     0.006     0.001     0.002     0.000     0.007     2.000
    -0.801     0.713     0.145     0.089     0.043     1.691     0.272     0.848     0.565     0.873     0.000     0.035     0.000     0.000     0.008     0.695     0.262     6.000
    -0.576     1.004    -1.718    -0.255    -0.416    -1.725    -0.975    -0.840     0.305    -0.684     0.001     0.000     0.000     0.000     0.995     0.004     0.001     5.000
    -0.351     0.276     0.611    -1.979    -0.416    -0.897    -0.559    -0.137    -0.862     0.640     0.000     0.000     0.000     0.000     0.969     0.018     0.013     5.000
    -1.252     1.441     2.009     0.434    -0.875     1.225    -1.252    -0.137     0.694     0.640     0.000     0.000     0.000     0.000     0.006     0.985     0.009     6.000
    -0.689     1.295     1.543    -0.773     1.115     0.707     0.410    -1.262    -0.603     0.484     0.000     0.001     0.000     0.000     0.036     0.962     0.001     6.000
    -0.351    -0.015    -0.321     0.434    -0.875    -1.000     0.964    -0.700    -0.149    -0.217     0.003     0.006     0.007     0.000     0.972     0.005     0.008     5.000
    -0.463     0.713     1.077     0.262    -0.263     0.707     2.072     0.285     0.630    -0.217     0.000     0.851     0.001     0.000     0.016     0.056     0.076     2.000
    -0.914     0.130     0.456     0.607    -0.416    -0.121    -1.114    -0.700    -0.668    -0.684     0.000     0.000     0.000     0.000     0.851     0.146     0.003     5.000
    -0.576    -0.452    -1.408     1.296     0.196     0.863    -0.698    -1.262    -0.473     0.250     0.000     0.000     0.000     0.000     0.807     0.188     0.005     5.000
    -0.689    -0.015     0.145     0.779    -0.416    -0.742     0.133    -0.559    -0.668    -2.008     0.007     0.000     0.000     0.000     0.980     0.011     0.001     5.000
     0.212     0.130    -0.165    -0.428    -0.263    -1.932     0.133    -0.418     0.500    -0.217     0.013     0.001     0.004     0.000     0.962     0.001     0.019     5.000
     0.888    -0.889     0.456    -0.428    -0.875     2.312     0.687     1.411    -1.122    -0.996     0.000     0.062     0.207     0.001     0.010     0.000     0.720     7.000
     0.100    -0.452     0.767    -0.083    -0.416     0.500    -0.005    -0.840    -0.992    -1.463     0.030     0.000     0.001     0.000     0.953     0.008     0.007     5.000
     0.325     0.567    -0.631    -0.428     0.809    -2.139    -0.421    -1.825     0.630    -1.307     0.109     0.000     0.000     0.000     0.890     0.000     0.000     5.000
    -0.576     0.421     1.698     0.262    -0.569     0.035     0.133    -0.277    -1.057    -0.139     0.000     0.001     0.000     0.000     0.582     0.391     0.026     5.000
     0.438    -0.161    -0.321     0.434     0.043     1.070     0.410     1.833     0.175     0.172     0.000     0.019     0.001     0.000     0.002     0.003     0.974     7.000
     1.677    -0.598    -1.718    -2.841     0.503    -0.276    -1.529    -0.981    -0.279    -0.295     0.745     0.000     0.001     0.000     0.251     0.000     0.003     1.000
    -0.238    -0.307     0.301     0.262     1.115     1.070    -0.975     0.285    -1.187     0.718     0.000     0.000     0.000     0.000     0.116     0.814     0.070     6.000
    -1.364     1.586     0.922     1.641     0.350    -0.742     0.133     0.145    -0.927     0.017     0.000     0.000     0.000     0.000     0.015     0.984     0.001     6.000
    -0.689    -1.180    -0.631    -0.083     0.043    -0.224    -1.529    -0.981    -1.122    -0.451     0.002     0.000     0.000     0.000     0.993     0.005     0.000     5.000
     1.339    -0.598     1.388     0.089     0.350     0.604    -0.698     1.130     0.889     0.095     0.000     0.000     0.001     0.008     0.003     0.000     0.988     7.000
     0.888     0.567    -0.165    -0.083    -0.263     0.086    -0.005     0.707     1.148    -0.451     0.000     0.007     0.006     0.002     0.037     0.002     0.946     7.000
    -0.125    -1.180    -1.408     0.089    -0.263    -0.949    -0.005    -0.700    -0.473    -0.061     0.019     0.000     0.003     0.000     0.975     0.001     0.003     5.000
     0.776    -0.743    -0.476    -0.083    -1.487    -0.121     1.795     0.004    -0.149     0.951     0.000     0.025     0.954     0.000     0.009     0.000     0.013     3.000
    -1.139     0.130    -0.321    -0.255     1.421     0.242     1.241    -0.700     0.694     0.328     0.000     0.241     0.000     0.000     0.158     0.595     0.006     6.000
    -1.702     1.441     0.456     0.607     1.268    -0.276    -0.698     0.285    -0.862    -0.684     0.000     0.000     0.000     0.000     0.009     0.991     0.000     6.000
    -1.139    -0.015     0.767     0.779    -0.722     0.293    -1.252     0.004    -1.122    -0.061     0.000     0.000     0.000     0.000     0.468     0.521     0.011     6.000
     0.550     1.441    -0.165    -0.255     0.809     1.328     3.873     1.270     2.446     0.328     0.000     0.994     0.000     0.006     0.000     0.000     0.000     2.000
     2.014    -1.617    -0.631    -0.945    -1.181     2.674     2.488     2.255     1.992     1.107     0.000     0.000     0.004     0.996     0.000     0.000     0.000     4.000
    -0.125     0.858    -0.010     0.779     0.656    -0.845    -1.391    -1.544    -1.187     0.795     0.000     0.000     0.000     0.000     0.732     0.267     0.001     5.000
